Time,oscIndex4_20190603_slice2,phaseNumber_20190603_slice2,oscIndex4_20190603_slice3,phaseNumber_20190603_slice3,oscIndex4_20190603_slice6,phaseNumber_20190603_slice6,oscIndex4_20190605_slice3,phaseNumber_20190605_slice3,oscIndex4_20190605_slice4,phaseNumber_20190605_slice4,oscIndex4_20190606_slice5,phaseNumber_20190606_slice5,oscIndex4_20190606_slice7,phaseNumber_20190606_slice7
2 min,0.0615687311293028,2,0.412917275424627,2,0.178800206248838,2,0.543627500354578,2,0.652417144633518,2,0.556247634775387,2,0.313514746276669,2
3 min,0.0766784258402162,2,0.362836251527253,2,0.175045452975486,2,0.572225766649313,2,0.638426748518483,2,0.56148400442027,2,0.323385942521004,2
4 min,0.0375813466992926,2,0.371011715973838,2,0.0901372506228664,2,0.518020203345714,2,0.599258412624514,2,0.545079754177511,2,0.363356973775612,2
5 min,0.0296749206492936,2,0.366396992426511,2,0.133383602296909,2,0.508456396514513,2,0.535505428726959,2,0.568465367129111,2,0.32224122334424,2
6 min,0.0363217606954396,2,0.359052567680896,2,0.103436809892605,2,0.529858879138192,2,0.623177047189925,2,0.561651539791146,2,0.368829021410368,2
7 min,0.027971360516898,2,0.322456448642478,2,0.172688632662106,2,0.50424514464564,2,0.616024622686908,2,0.580492386794954,2,0.329801368370126,2
8 min,0.0579887924810889,2,0.468333033191526,2,0.117469619228825,2,0.562978186903598,2,0.660216956381202,2,0.528451085009651,2,0.385031367628433,2
9 min,0.0263300606407918,2,0.392112292991868,2,0.0697088624937183,2,0.522779094634153,2,0.588357684434858,2,0.603010274248337,2,0.279304672228766,2
10 min,0.0389097547756596,2,0.411263059027189,2,0.0368446421145118,2,0.600972833469212,2,0.562312578078492,2,0.581440490193974,2,0.385492413582582,2
11 min,0.0289601650243098,2,0.364861314595771,2,0.0877883533408759,2,0.559649696494938,2,0.648792588228119,2,0.575040845752503,2,0.35943489059607,2
12 min,0.0268831987300616,2,0.428532156950956,2,0.0549019112262583,2,0.542796689202678,2,0.630368640933975,2,0.547006348354341,2,0.299787477506239,2
13 min,0.0609675899298135,2,0.484562188863172,2,0.14552582987325,2,0.435773156351019,2,0.629330837815929,2,0.555360677811109,2,0.452853117569794,2
14 min,0.0635560260731595,2,0.34058265072734,2,0.162312861216617,2,0.485130902784329,2,0.555816055986323,2,0.552098482568595,2,0.39640453888606,2
15 min,0.090423557767133,2,0.431703895299798,2,0.157379684840745,2,0.526064927805496,2,0.614397716787757,2,0.595936715797858,2,0.21393759980092,2
16 min,0,2,0.330846673431998,2,0.145102415001884,2,0.523243032122007,2,0.644969029554106,2,0.564645280822198,2,0.275754801072559,2
17 min,0,2,0.389498912698262,2,0.0796423221545811,2,0.546389004157738,2,0.435443602438515,2,0.583518052690642,2,0.346426849051208,2
18 min,0.0330578803672012,2,0.435027083401724,2,0.103915988466172,2,0.562701008729866,2,0.622515753096402,2,0.587589080185726,2,0.331869432480735,2
19 min,0.0433945864590216,2,0.341389310477595,2,0.204807489480582,2,0.423812671798211,2,0.53865276449778,2,0.539413515879129,2,0.310271228508527,2
20 min,0.0641872873114735,2,0.456210932128447,2,0.0637886397595544,2,0.548111966797556,2,0.623748786204214,2,0.545992201241487,2,0.380288221657319,2
21 min,0.0832187563642607,2,0.363905603584013,2,0.151676180786061,2,0.468446718547557,2,0.653640804120618,2,0.59394037086653,2,0.207794388274359,2
22 min,0,2,0.37254296751996,2,0.0917708675418584,2,0.497377313780274,2,0.626781794426212,2,0.574058064728682,2,0.261760369910493,2
23 min,0,2,0.377714596625751,2,0.16801348411101,2,0.504963065003905,2,0.564233959277468,2,0.495025824125222,2,0.339204880947852,2
24 min,0.0242837405768533,2,0.401133041046155,2,0.187613737040757,2,0.532952105083798,2,0.560217498772682,2,0.572756457809837,2,0.399339044445828,2
25 min,0.0240785635077225,2,0.380339526002432,2,0.160070575489869,2,0.417976043028989,2,0.595000667862551,2,0.534253110529988,2,0.246725794958085,2
26 min,0,2,0.339830814299955,2,0.190994052729475,2,0.330986451555679,2,0.624725144969257,2,0.594019566308643,2,0.26590517604626,2
27 min,0,2,0.517227823786946,2,0.0708150797870886,2,0.372636000439201,2,0.643318385711331,2,0.573788070228469,2,0.377957419583158,2
28 min,0,2,0.29230942503636,2,0.129103859741084,2,0.473721902013793,2,0.63925857440289,2,0.593116390280897,2,0.320059204841209,2
29 min,0,2,0.510055210710743,2,0.148878801708842,2,0.452678621707275,2,0.631721772374444,2,0.579018581549366,2,0.123055444838432,2
30 min,0,3,0.330537420701564,3,0.168928433343007,3,0.538235349476179,3,0.54010188662255,3,0.584445428609304,3,0.213546738656271,3
31 min,0.0607107919537923,3,0.296123123661087,3,0.154261306564831,3,0.48008689904512,3,0.30777270561242,3,0.523308464717683,3,0.344914818052363,3
32 min,0.0285439772089156,3,0.329182500299978,3,0.13917223269371,3,0.488628992661967,3,0.631718699663115,3,0.540989818660702,3,0.266971534781698,3
33 min,0.0337886274685213,3,0.22884736118998,3,0.1619534628144,3,0.513590296845961,3,0.575814415590967,3,0.587206462773975,3,0.266592514195749,3
34 min,0,3,0.286818755675156,3,0.0843221202361939,3,0.245709100582444,3,0.572187235451302,3,0.599872083679447,3,0.335726701624479,3
35 min,0.0447226339592727,3,0.349870093015365,3,0.098734949049397,3,0.0766231156718885,3,0.625143382643188,3,0.605897133309835,3,0.0807064852513373,3
36 min,0.0244218192897981,3,0.332597724970052,3,0.112438039777058,3,0.215627088278255,3,0.61815262873829,3,0.588736785751489,3,0.192284277362675,3
37 min,0.0353134449912776,3,0.411573030163838,3,0.168131980210739,3,0.188840557669873,3,0.593626220034254,3,0.597056789175993,3,0.248017945117948,3
38 min,0.0421032855599907,3,0.303082818982427,3,0.0996129443372669,3,0.379724266618554,3,0.59173195349754,3,0.59714708578237,3,0.127464630695346,3
39 min,0.0493232915260005,3,0.28820803354685,3,0.0690992084230887,3,0.37551037478136,3,0.581997651332117,3,0.597474948917188,3,0.152489704645915,3
40 min,0.0348518497952824,3,0.183336081696114,3,0.0598170629248341,3,0.475587358483362,3,0.498916759637235,3,0.647339354010835,3,0.0329100233970359,3
41 min,0,3,0.234780828839803,3,0.129817435181393,3,0.536250170092211,3,0.268942200086918,3,0.592509868611354,3,0.0817913695668171,3
42 min,0.0231475954427649,3,0.123714361970196,3,0.182439284852112,3,0.541180158367697,3,0.0315188061372221,3,0.629724417067766,3,0.118980249904379,3
43 min,0.0541568933806944,3,0.418960665549672,3,0,3,0.488893345443572,3,0,3,0.602692445538096,3,0.20201693894131,3
44 min,0,3,0.322875565905771,3,0.0584045544847374,3,0.493196719248673,3,0.334836930792881,3,0.552307278381865,3,0.218317242104148,3
45 min,0.0224151413609778,3,0.266157157303201,3,0.0942331743171892,3,0.541170546125858,3,0.291020647769295,3,0.535957069041462,3,0.324928600233648,3
46 min,0.044689981728781,3,0.286947463388451,3,0.0298733290166308,3,0.565867377183121,3,0.479960467839224,3,0.642952715826116,3,0.161347753854663,3
47 min,0.0489810632217742,3,0.344174506877095,3,0.170809914499684,3,0.545997423612609,3,0.573569551090696,3,0.587759297762714,3,0.298199235290643,3
48 min,0.0257886120287319,3,0.409336246994023,3,0.088314389008878,3,0.52757264564585,3,0.62636972756883,3,0.595897757850954,3,0.298410980456598,3
49 min,0.0414028822601588,3,0.219150274409728,3,0.0536612067786647,3,0.527044660273025,3,0.621435988786663,3,0.592616856669329,3,0.139388783223733,3
