Time,oscIndex1_20190603_slice2,phaseNumber_20190603_slice2,oscIndex1_20190603_slice3,phaseNumber_20190603_slice3,oscIndex1_20190603_slice6,phaseNumber_20190603_slice6,oscIndex1_20190605_slice3,phaseNumber_20190605_slice3,oscIndex1_20190605_slice4,phaseNumber_20190605_slice4,oscIndex1_20190606_slice5,phaseNumber_20190606_slice5,oscIndex1_20190606_slice7,phaseNumber_20190606_slice7
21 min,0.519797051540553,2,0.943757510699754,2,0.87560943035543,2,0.893555929521312,2,0.955365215453183,2,0.992324166963651,2,0.914154569873249,2
22 min,0,2,0.977079418302063,2,0.826644195580762,2,0.937098035309847,2,0.951091631426462,2,0.977686455103733,2,0.922511352988376,2
23 min,0,2,0.952225864303817,2,0.834195953344458,2,0.937443018081423,2,0.924260754839937,2,0.965502573482124,2,0.931609272878655,2
24 min,0.858008849292823,2,0.963811847714527,2,0.876299540447267,2,0.909903593873362,2,0.907633802434755,2,0.994624677253923,2,0.964057286817351,2
25 min,0.906398119363144,2,0.960532841025251,2,0.945577997229976,2,0.916193476323998,2,0.928495009384352,2,0.99816928052526,2,0.90336127131285,2
26 min,0,2,0.949690144892848,2,0.963421624869328,2,0.867821180161368,2,0.9400082732611,2,0.976812775785695,2,0.913684313581652,2
27 min,0,2,0.979410232390511,2,0.898774126030284,2,0.833626673542849,2,0.939323624884507,2,0.995289641971484,2,0.932696891133755,2
28 min,0,2,0.936290495968685,2,0.939254545824013,2,0.925705272364575,2,0.948540506676949,2,0.988736760305498,2,0.917675113135374,2
29 min,0,2,0.961875516989278,2,0.897295554733933,2,0.915013623889761,2,0.943912946284334,2,0.995306595512723,2,0.784325261112092,2
30 min,0,3,0.952087732997845,3,0.906569892770675,3,0.920091614672465,3,0.92844037400038,3,0.994674296131754,3,0.732665851548142,3
31 min,0.561842159492002,3,0.909643186284066,3,0.956606830094557,3,0.912747553306264,3,1,3,0.992360267430771,3,0.894511733666484,3
32 min,0.560708201995469,3,0.938651257196418,3,0.925200366486795,3,0.925086450005648,3,0.948133898356502,3,0.98477299401395,3,0.858930709620747,3
33 min,0.571799121825997,3,0.896439699836779,3,0.842974983428622,3,0.914461055545795,3,0.93363069110911,3,0.994357327992612,3,0.855281700782217,3
34 min,0,3,0.941068918765408,3,0.893828602192965,3,0.39754270264193,3,0.959830627182615,3,0.99678094986854,3,0.715129502743369,3
35 min,0.649248847857528,3,0.901646697942258,3,0.89968198784109,3,0.924712658915536,3,0.959200190735572,3,0.994207045043132,3,0.406875007120265,3
36 min,0.848661908209834,3,0.882574107431703,3,0.92912258084736,3,0.99545950046842,3,0.955061375071235,3,0.991564489986156,3,0.618143417219202,3
37 min,0.535768899580671,3,0.919787896133779,3,0.925293254731748,3,0.786701467401519,3,0.905828518663105,3,0.989195071461936,3,0.680778719552555,3
38 min,0.904905435528708,3,0.926412436059695,3,0.933417277300518,3,0.857462173718312,3,0.917997546354198,3,0.998136866352418,3,0.611503490762753,3
39 min,0.526894361199874,3,0.948730722074665,3,0.913423327674812,3,0.884417219023372,3,0.912991565446529,3,0.989553702189416,3,0.707721057855216,3
40 min,0.54297846194401,3,0.82611914642792,3,0.870755804751263,3,0.942229620497937,3,0.896640334415619,3,0.996457056934876,3,0.64641389713713,3
41 min,0,3,0.83437907958055,3,0.927497827117505,3,0.957927805152032,3,0.240127028643104,3,0.994763123541561,3,0.69576450290513,3
42 min,0.878865979977854,3,0.789819738944863,3,0.815008431548286,3,0.931550533835161,3,0.995703068081829,3,0.99231028180115,3,0.670812917874146,3
43 min,0.520321601806357,3,0.963911766254497,3,0,3,0.890739250623172,3,0,3,0.987996611176539,3,0.75155236338221,3
44 min,0,3,0.887271066918782,3,0.850851956761299,3,0.938943799007163,3,0.997215750897658,3,0.994983937387845,3,0.802057100614341,3
45 min,0.892926109146511,3,0.890294900351131,3,0.920027666993921,3,0.926777499670795,3,0.914558197584626,3,0.990614653989414,3,0.873194924741447,3
46 min,0.435430867094093,3,0.935163624669055,3,0.843486612750818,3,0.939967429443323,3,0.962538065895138,3,0.998488793887123,3,0.768648549917071,3
47 min,0.705352557675346,3,0.946342463284925,3,0.903192629617009,3,0.935340196622887,3,0.959823528843625,3,0.984708194303965,3,0.826751724537425,3
48 min,0.674936369576508,3,0.882868278430672,3,0.945950102753596,3,0.929769858306342,3,0.944503693373672,3,0.993956038826205,3,0.928191722327232,3
49 min,0.496835653480799,3,0.866884703366593,3,0.883315386453103,3,0.908845636900972,3,0.946684334259718,3,0.987913498501913,3,0.752782026262188,3
